task,run_name,seed,learning_rate,batch_size,accuracy,mcc,f1,precision,recall,specificity,model,rc_aug
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-5_bs-128_rc_aug-true,1,6e-05,128,0.7895685434341431,0.5803279876708984,0.7960965633392334,0.7721430659294128,0.8215838670730591,0.757553219795227,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-5_bs-128_rc_aug-true,2,6e-05,128,0.7911421656608582,0.5822884440422058,0.7915357947349548,0.790046751499176,0.7930304408073425,0.789253830909729,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-5_bs-128_rc_aug-true,3,6e-05,128,0.7856488823890686,0.571625828742981,0.7819557785987854,0.7956645488739014,0.7687113881111145,0.8025863766670227,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-5_bs-256_rc_aug-true,1,6e-05,256,0.7876802682876587,0.575878381729126,0.7920880913734436,0.7759785056114197,0.8088807463645935,0.7664797306060791,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-5_bs-256_rc_aug-true,2,6e-05,256,0.7847333550453186,0.5695109963417053,0.7860676646232605,0.7812252640724182,0.7909704446792603,0.7784962058067322,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-5_bs-256_rc_aug-true,3,6e-05,256,0.7885671854019165,0.5771642923355103,0.787484884262085,0.7915365695953369,0.7834745049476624,0.7936598658561707,HyenaDNA,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-1e-2_bs-128_rc_aug-true,1,0.01,128,0.5106431841850281,0.0583120249211788,0.0844663307070732,0.6542288661003113,0.045147631317377,0.976138710975647,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-1e-2_bs-128_rc_aug-true,2,0.01,128,0.5128175616264343,0.0312888994812965,0.317022293806076,0.5300429463386536,0.2261387109756469,0.7994964718818665,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-1e-2_bs-128_rc_aug-true,3,0.01,128,0.5,0.0,0.0,0.0,0.0,1.0,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-1e-2_bs-256_rc_aug-true,1,0.01,256,0.6054016947746277,0.2118198424577713,0.5851031541824341,0.6168336868286133,0.556477427482605,0.6543259620666504,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-1e-2_bs-256_rc_aug-true,2,0.01,256,0.5409132242202759,0.1028975769877433,0.6477122902870178,0.5254701972007751,0.8440718650817871,0.2377546280622482,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-1e-2_bs-256_rc_aug-true,3,0.01,256,0.4997138977050781,-0.0133752962574362,0.0003430139622651,0.1875,0.0001716639962978,0.9992561340332032,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-1e-3_bs-128_rc_aug-true,1,0.001,128,0.811741828918457,0.6244864463806152,0.8169272541999817,0.7950286865234375,0.8400663733482361,0.783417284488678,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-1e-3_bs-128_rc_aug-true,2,0.001,128,0.8112554550170898,0.6227919459342957,0.8140485286712646,0.8021776676177979,0.8262760639190674,0.7962348461151123,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-1e-3_bs-128_rc_aug-true,3,0.001,128,0.8106832504272461,0.6224632859230042,0.8048945665359497,0.830281674861908,0.7810139656066895,0.840352475643158,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-1e-3_bs-256_rc_aug-true,1,0.001,256,0.8043316602706909,0.6092351675033569,0.800000011920929,0.8181111216545105,0.7826733589172363,0.8259899020195007,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-1e-3_bs-256_rc_aug-true,2,0.001,256,0.8067635893821716,0.6135271191596985,0.8067525029182434,0.8067986965179443,0.8067063689231873,0.806820809841156,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-1e-3_bs-256_rc_aug-true,3,0.001,256,0.8113412857055664,0.6227275133132935,0.8124679923057556,0.8076444864273071,0.8173494935035706,0.8053330183029175,Mamba-char,True
