task,model,seed,learning_rate,batch_size,accuracy,mcc,f1,precision,recall,specificity
enhancers_types,hyena_LR-2e-4_BATCH_SIZE-256_RC_AUG-true,2,2e-4,256,0.70333331823349,0.443517804145813,0.5266158580780029,0.5896553993225098,0.5187121033668518,N/A
enhancers_types,hyena_LR-2e-4_BATCH_SIZE-256_RC_AUG-true,3,2e-4,256,0.699999988079071,0.429647833108902,0.4763830304145813,0.468885213136673,0.48775506019592285,N/A
enhancers_types,hyena_LR-6e-3_BATCH_SIZE-128_RC_AUG-true,1,6e-3,128,0.643666684627533,0.3242204487323761,0.43800464272499084,0.4328370988368988,0.4494623839855194,N/A
enhancers_types,hyena_LR-6e-3_BATCH_SIZE-128_RC_AUG-true,2,6e-3,128,0.6213333606719971,0.287909597158432,0.4226771593093872,0.42150411009788513,0.43558230996131897,N/A
enhancers_types,hyena_LR-6e-3_BATCH_SIZE-128_RC_AUG-true,3,6e-3,128,0.5879999995231628,0.19815056025981903,0.3828730583190918,0.3924359083175659,0.39817580580711365,N/A
enhancers_types,hyena_LR-6e-3_BATCH_SIZE-256_RC_AUG-true,1,6e-3,256,0.6200000047683716,0.27473288774490356,0.4217565953731537,0.4149707555770874,0.43218153715133667,N/A
enhancers_types,hyena_LR-6e-3_BATCH_SIZE-256_RC_AUG-true,2,6e-3,256,0.3880000114440918,-0.17319172620773315,0.2288120537996292,0.23839019238948822,0.2854483425617218,N/A
enhancers_types,hyena_LR-6e-3_BATCH_SIZE-256_RC_AUG-true,3,6e-3,256,0.6549999713897705,0.3501708209514618,0.4457569122314453,0.4426712989807129,0.45824912190437317,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-false,1,6e-4,128,0.7116666436195374,0.47095683217048645,0.5135708451271057,0.6298092603683472,0.5145322680473328,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-false,2,6e-4,128,0.7203333377838135,0.47203680872917175,0.5055546760559082,0.5951474905014038,0.5100818872451782,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-false,3,6e-4,128,0.7226666808128357,0.48182591795921326,0.5394234657287598,0.5969493985176086,0.5323919057846069,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,10,6e-4,128,0.6970000267028809,0.4370684325695038,0.5228341817855835,0.5961991548538208,0.5155224204063416,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-true,1,6e-4,128,0.7076666951179504,0.43943992257118225,0.4808586835861206,0.4714616537094116,0.4914935827255249,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,1,6e-4,128,0.7123333215713501,0.44899317622184753,0.4841844439506531,0.4749038815498352,0.49489274621009827,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-true,2,6e-4,128,0.6973333358764648,0.43673983216285706,0.5281801819801331,0.5772957801818848,0.5202600955963135,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,2,6e-4,128,0.7013333439826965,0.4452943503856659,0.5337269306182861,0.578845739364624,0.5256981253623962,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-true,3,6e-4,128,0.699999988079071,0.43395233154296875,0.4964093565940857,0.5820671916007996,0.4986775815486908,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,3,6e-4,128,0.7070000171661377,0.447368860244751,0.5012540221214294,0.5967658162117004,0.5035502910614014,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,4,6e-4,128,0.7076666951179504,0.4525408446788788,0.4815762937068939,0.4780157208442688,0.4951106607913971,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,5,6e-4,128,0.6953333616256714,0.43676650524139404,0.483563631772995,0.6077767014503479,0.4928777515888214,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,6,6e-4,128,0.6933333277702332,0.4430321455001831,0.5114861726760864,0.5798736214637756,0.5101603269577026,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,7,6e-4,128,0.7026666402816772,0.44732463359832764,0.5023887753486633,0.5654898881912231,0.5045753717422485,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,8,6e-4,128,0.6919999718666077,0.4356714189052582,0.47043702006340027,0.47529828548431396,0.48651382327079773,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,9,6e-4,128,0.7070000171661377,0.454322874546051,0.48136836290359497,0.47968289256095886,0.4950970709323883,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-256_RC_AUG-false,1,6e-4,256,0.7170000076293945,0.46280789375305176,0.5032656192779541,0.6466954946517944,0.5071620345115662,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-256_RC_AUG-false,2,6e-4,256,0.7053333520889282,0.4594028890132904,0.5133082866668701,0.6129603981971741,0.5126298666000366,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-256_RC_AUG-false,3,6e-4,256,0.6923333406448364,0.4236568212509155,0.5042163133621216,0.5219469666481018,0.5029053688049316,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-256_RC_AUG-true,1,6e-4,256,0.706333339214325,0.4513567388057709,0.4961293339729309,0.5892390012741089,0.5017277002334595,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-256_RC_AUG-true,2,6e-4,256,0.7016666531562805,0.4335033893585205,0.5143510103225708,0.591426432132721,0.5084516406059265,N/A
enhancers_types,hyena_LR-6e-4_BATCH_SIZE-256_RC_AUG-true,3,6e-4,256,0.7009999752044678,0.43155336380004883,0.4971819221973419,0.6357439160346985,0.4983501732349396,N/A
enhancers_types,hyena_LR-6e-5_BATCH_SIZE-128_RC_AUG-true,1,6e-5,128,0.6973333358764648,0.44544023275375366,0.48468470573425293,0.700577974319458,0.4951096177101135,N/A
enhancers_types,hyena_LR-6e-5_BATCH_SIZE-128_RC_AUG-true,2,6e-5,128,0.706333339214325,0.45517241954803467,0.5294519066810608,0.6067269444465637,0.5221120715141296,N/A
enhancers_types,hyena_LR-6e-5_BATCH_SIZE-128_RC_AUG-true,3,6e-5,128,0.70333331823349,0.44680991768836975,0.4786360561847687,0.4767628312110901,0.49251821637153625,N/A
enhancers_types,hyena_LR-6e-5_BATCH_SIZE-256_RC_AUG-true,1,6e-5,256,0.6926666498184204,0.4347500503063202,0.47652971744537354,0.5413628816604614,0.48903197050094604,N/A
enhancers_types,hyena_LR-6e-5_BATCH_SIZE-256_RC_AUG-true,2,6e-5,256,0.6949999928474426,0.43319475650787354,0.4784215986728668,0.5284319519996643,0.489566445350647,N/A
enhancers_types,hyena_LR-6e-5_BATCH_SIZE-256_RC_AUG-true,3,6e-5,256,0.6956666707992554,0.43079471588134766,0.47354936599731445,0.47094738483428955,0.48700591921806335,N/A
enhancers_types,mamba_uni_char_LR-1e-2_BATCH_SIZE-128_RC_AUG-true,1,1e-2,128,0.5853333473205566,0.19947639107704163,0.368427038192749,0.4002388119697571,0.3926958739757538,N/A
enhancers_types,mamba_uni_char_LR-1e-2_BATCH_SIZE-128_RC_AUG-true,2,1e-2,128,0.528333306312561,0.07308658212423325,0.26636171340942383,0.381170392036438,0.34458181262016296,N/A
enhancers_types,mamba_uni_char_LR-1e-2_BATCH_SIZE-128_RC_AUG-true,3,1e-2,128,0.5163333415985107,0.026750696823000908,0.22791552543640137,0.5053368806838989,0.33383384346961975,N/A
enhancers_types,mamba_uni_char_LR-1e-2_BATCH_SIZE-256_RC_AUG-true,1,1e-2,256,0.5183333158493042,0.03018837794661522,0.23820790648460388,0.3630026578903198,0.33589181303977966,N/A
enhancers_types,mamba_uni_char_LR-1e-2_BATCH_SIZE-256_RC_AUG-true,2,1e-2,256,0.47466665506362915,0.12849768996238708,0.25277119874954224,0.4312005937099457,0.3524610698223114,N/A
enhancers_types,mamba_uni_char_LR-1e-2_BATCH_SIZE-256_RC_AUG-true,3,1e-2,256,0.5676666498184204,0.17067353427410126,0.3363269567489624,0.3969990611076355,0.3766850233078003,N/A
enhancers_types,mamba_uni_char_LR-1e-3_BATCH_SIZE-128_RC_AUG-true,1,1e-3,128,0.7129999995231628,0.46145549416542053,0.5144621133804321,0.6140701174736023,0.5133421421051025,N/A
enhancers_types,mamba_uni_char_LR-1e-3_BATCH_SIZE-128_RC_AUG-true,2,1e-3,128,0.7036666870117188,0.45707613229751587,0.5200854539871216,0.6127833724021912,0.516700804233551,N/A
enhancers_types,mamba_uni_char_LR-1e-3_BATCH_SIZE-128_RC_AUG-true,3,1e-3,128,0.7009999752044678,0.46220844984054565,0.4816521108150482,0.554017186164856,0.496366411447525,N/A
enhancers_types,mamba_uni_char_LR-1e-3_BATCH_SIZE-256_RC_AUG-true,1,1e-3,256,0.7126666903495789,0.4657560884952545,0.5401926636695862,0.6040337085723877,0.5311803817749023,N/A
enhancers_types,mamba_uni_char_LR-1e-3_BATCH_SIZE-256_RC_AUG-true,2,1e-3,256,0.7049999833106995,0.46492066979408264,0.5411219596862793,0.6089692115783691,0.5331117510795593,N/A
enhancers_types,mamba_uni_char_LR-1e-3_BATCH_SIZE-256_RC_AUG-true,3,1e-3,256,0.7110000252723694,0.4485143721103668,0.5121474266052246,0.5927327871322632,0.5091278553009033,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-128_RC_AUG-True,11,2e-3,128,0.7123333215713501,0.4596771001815796,0.5095412731170654,0.608354926109314,0.5102327466011047,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-128_RC_AUG-True,12,2e-3,128,0.7153333425521851,0.4605359733104706,0.5155763030052185,0.5973716378211975,0.513494074344635,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-128_RC_AUG-True,13,2e-3,128,0.7036666870117188,0.47045719623565674,0.515059769153595,0.6118979454040527,0.516109049320221,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-128_RC_AUG-True,14,2e-3,128,0.7070000171661377,0.46136295795440674,0.5096318125724792,0.5839229822158813,0.511098325252533,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-128_RC_AUG-True,15,2e-3,128,0.7126666903495789,0.45724600553512573,0.49544456601142883,0.611980676651001,0.5024476051330566,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-128_RC_AUG-True,16,2e-3,128,0.7076666951179504,0.45393016934394836,0.4920974671840668,0.612072765827179,0.5003284811973572,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-128_RC_AUG-True,17,2e-3,128,0.7053333520889282,0.4607774019241333,0.5093799829483032,0.6502531170845032,0.510542631149292,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-128_RC_AUG-True,18,2e-3,128,0.70333331823349,0.46312201023101807,0.5075314044952393,0.639908492565155,0.5100497603416443,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-128_RC_AUG-true,1,2e-3,128,0.7059999704360962,0.45474007725715637,0.5103466510772705,0.6794207096099854,0.5098954439163208,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-128_RC_AUG-true,2,2e-3,128,0.7206666469573975,0.4762569069862366,0.5273590683937073,0.5976442098617554,0.5233071446418762,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-128_RC_AUG-true,3,2e-3,128,0.6946666836738586,0.4547402262687683,0.5103259682655334,0.6756807565689087,0.5101174712181091,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-True,10,2e-3,256,0.7070000171661377,0.47197484970092773,0.500735342502594,0.6233938932418823,0.507758617401123,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-true,1,2e-3,256,0.7183333039283752,0.47052034735679626,0.4941416084766388,0.8168708682060242,0.5045102834701538,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-True,1,2e-3,256,0.7066666483879089,0.44897589087486267,0.5063595771789551,0.7139855623245239,0.506534993648529,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-true,2,2e-3,256,0.706333339214325,0.4642394781112671,0.5219107866287231,0.6160863041877747,0.5187723636627197,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-True,2,2e-3,256,0.7089999914169312,0.4555705487728119,0.5120367407798767,0.632803201675415,0.5109304189682007,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-true,3,2e-3,256,0.7103333473205566,0.46202144026756287,0.5169971585273743,0.6194680333137512,0.5150272250175476,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-True,3,2e-3,256,0.7009999752044678,0.4601922929286957,0.524248480796814,0.5973033308982849,0.5208904147148132,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-True,4,2e-3,256,0.7113333344459534,0.44657933712005615,0.5201615691184998,0.6014518737792969,0.5130656361579895,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-True,5,2e-3,256,0.7120000123977661,0.4660492241382599,0.5359731912612915,0.5986221432685852,0.5284883379936218,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-True,6,2e-3,256,0.7006666660308838,0.45926007628440857,0.501231849193573,0.6518405675888062,0.5058562159538269,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-True,7,2e-3,256,0.7103333473205566,0.4564979374408722,0.5400058627128601,0.5836694240570068,0.5307158827781677,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-True,8,2e-3,256,0.7006666660308838,0.4422358572483063,0.5191612839698792,0.6326418519020081,0.5130573511123657,N/A
enhancers_types,mamba_uni_char_LR-2e-3_BATCH_SIZE-256_RC_AUG-True,9,2e-3,256,0.7243333458900452,0.48144227266311646,0.5266681909561157,0.6332000494003296,0.5232074856758118,N/A
H2AFZ,caduceus_ps_LR-1e-2_BATCH_SIZE-128_RC_AUG-false,1,1e-2,128,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,caduceus_ps_LR-1e-2_BATCH_SIZE-256_RC_AUG-false,1,1e-2,256,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-false,1,1e-3,128,0.6973333358764648,0.394858717918396,0.6901023983955383,0.7040389776229858,0.676706850528717,0.7177954912185669
H2AFZ,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-false,2,1e-3,128,0.7036666870117188,0.42702561616897583,0.7408918738365173,0.6561693549156189,0.8507362604141235,0.5577689409255981
H2AFZ,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-false,3,1e-3,128,0.7210000157356262,0.4467419385910034,0.7383557558059692,0.692668616771698,0.7904953360557556,0.6520584225654602
H2AFZ,caduceus_ps_LR-1e-3_BATCH_SIZE-256_RC_AUG-false,1,1e-3,256,0.6943333148956299,0.40805259346961975,0.7331975698471069,0.6484817266464233,0.8433734774589539,0.5464807152748108
H2AFZ,caduceus_ps_LR-1e-3_BATCH_SIZE-256_RC_AUG-false,2,1e-3,256,0.6913333535194397,0.41534632444381714,0.7401795983314514,0.6371980905532837,0.882864773273468,0.5013279914855957
H2AFZ,caduceus_ps_LR-1e-3_BATCH_SIZE-256_RC_AUG-false,3,1e-3,256,0.70333331823349,0.43101441860198975,0.7441058158874512,0.6522177457809448,0.8661311864852905,0.541832685470581
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-128_RC_AUG-false,1,1e-4,128,0.7073333263397217,0.42814338207244873,0.7382230162620544,0.6655914187431335,0.8286479115486145,0.5869854092597961
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-128_RC_AUG-false,2,1e-4,128,0.7080000042915344,0.4363726079463959,0.7449039220809937,0.6592783331871033,0.8560910224914551,0.5610889792442322
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-128_RC_AUG-false,3,1e-4,128,0.7066666483879089,0.4288070499897003,0.7396449446678162,0.662778377532959,0.8366800546646118,0.5776892304420471
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-128_RC_AUG-True,1,1e-4,128,0.7073333263397217,0.42814338207244873,0.7382230162620544,0.6655914187431335,0.8286479115486145,0.5869854092597961
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-128_RC_AUG-True,2,1e-4,128,0.7080000042915344,0.4363726079463959,0.7449039220809937,0.6592783331871033,0.8560910224914551,0.5610889792442322
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-128_RC_AUG-True,3,1e-4,128,0.7066666483879089,0.4288070499897003,0.7396449446678162,0.662778377532959,0.8366800546646118,0.5776892304420471
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-128_RC_AUG-True,4,1e-4,128,0.7099999785423279,0.43215808272361755,0.7390521764755249,0.6695652008056641,0.8246318697929382,0.5962815284729004
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-128_RC_AUG-True,5,1e-4,128,0.7096666693687439,0.43577060103416443,0.7429920434951782,0.6643799543380737,0.842704176902771,0.5776892304420471
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-128_RC_AUG-True,6,1e-4,128,0.7080000042915344,0.42819347977638245,0.7374100685119629,0.6677524447441101,0.823293149471283,0.5936254858970642
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-128_RC_AUG-True,7,1e-4,128,0.7083333134651184,0.4320111870765686,0.7408942580223083,0.6643653512001038,0.8373494148254395,0.5803452730178833
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-128_RC_AUG-True,8,1e-4,128,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-256_RC_AUG-false,1,1e-4,256,0.7043333053588867,0.41725826263427734,0.7298203110694885,0.6696478724479675,0.8018741607666016,0.607569694519043
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-256_RC_AUG-false,2,1e-4,256,0.7080000042915344,0.4245545268058777,0.7329268455505371,0.6730123162269592,0.8045515418052673,0.6122177839279175
H2AFZ,caduceus_ps_LR-1e-4_BATCH_SIZE-256_RC_AUG-false,3,1e-4,256,0.6986666917800903,0.42554375529289246,0.7430357933044434,0.6457509994506836,0.8748326897621155,0.5239043831825256
H2AFZ,caduceus_ps_LR-1e-5_BATCH_SIZE-128_RC_AUG-false,1,1e-5,128,0.6909999847412109,0.3918166160583496,0.7201932072639465,0.6558548808097839,0.7985274195671082,0.58432936668396
H2AFZ,caduceus_ps_LR-1e-5_BATCH_SIZE-128_RC_AUG-false,2,1e-5,128,0.6903333067893982,0.38787582516670227,0.7156412601470947,0.6593344807624817,0.7824631929397583,0.5989375710487366
H2AFZ,caduceus_ps_LR-1e-5_BATCH_SIZE-128_RC_AUG-false,3,1e-5,128,0.6913333535194397,0.39318275451660156,0.7214199900627136,0.6551912426948547,0.8025435209274292,0.5810092687606812
H2AFZ,caduceus_ps_LR-1e-5_BATCH_SIZE-256_RC_AUG-false,1,1e-5,256,0.6840000152587891,0.37754762172698975,0.7139408588409424,0.6499999761581421,0.7918339967727661,0.5770252346992493
H2AFZ,caduceus_ps_LR-1e-5_BATCH_SIZE-256_RC_AUG-false,2,1e-5,256,0.6869999766349792,0.38203713297843933,0.7141552567481995,0.6549413800239563,0.7851405739784241,0.5896414518356323
H2AFZ,caduceus_ps_LR-1e-5_BATCH_SIZE-256_RC_AUG-false,3,1e-5,256,0.687666654586792,0.3835051655769348,0.7149376273155212,0.655326247215271,0.7864792346954346,0.5896414518356323
H2AFZ,caduceus_ps_LR-2e-3_BATCH_SIZE-128_RC_AUG-false,1,2e-3,128,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,caduceus_ps_LR-2e-3_BATCH_SIZE-128_RC_AUG-false,2,2e-3,128,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,caduceus_ps_LR-2e-3_BATCH_SIZE-128_RC_AUG-false,3,2e-3,128,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,caduceus_ps_LR-2e-3_BATCH_SIZE-256_RC_AUG-false,1,2e-3,256,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,caduceus_ps_LR-2e-3_BATCH_SIZE-256_RC_AUG-false,2,2e-3,256,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,caduceus_ps_LR-2e-3_BATCH_SIZE-256_RC_AUG-false,3,2e-3,256,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,caduceus_ps_LR-8e-3_BATCH_SIZE-128_RC_AUG-false,1,8e-3,128,0.6636666655540466,0.32841411232948303,0.6463372111320496,0.6784400343894958,0.617135226726532,0.7098273634910583
H2AFZ,caduceus_ps_LR-8e-3_BATCH_SIZE-128_RC_AUG-false,2,8e-3,128,0.5243333578109741,0.08460486680269241,0.1737116426229477,0.6437768340110779,0.1004016101360321,0.944887101650238
H2AFZ,caduceus_ps_LR-8e-3_BATCH_SIZE-128_RC_AUG-false,3,8e-3,128,0.6669999957084656,0.33633682131767273,0.6430867910385132,0.6896551847457886,0.6024096608161926,0.7310757040977478
H2AFZ,caduceus_ps_LR-8e-3_BATCH_SIZE-256_RC_AUG-false,1,8e-3,256,0.5323333144187927,0.13555385172367096,0.15226586163043976,0.782608687877655,0.08433734625577927,0.9767596125602722
H2AFZ,caduceus_ps_LR-8e-3_BATCH_SIZE-256_RC_AUG-false,2,8e-3,256,0.5043333172798157,0.02973264269530773,0.01718440093100071,0.6842105388641357,0.008701472543179989,0.9960159659385681
H2AFZ,caduceus_ps_LR-8e-3_BATCH_SIZE-256_RC_AUG-false,3,8e-3,256,0.5013333559036255,-0.025725392624735832,0.0,0.0,0.0,0.9986720085144043
H2AFZ,CNN-LR-1e-3_BATCH_SIZE-64_RC_AUG-false,1,1e-3,64,0.7256666421890259,0.4533032774925232,0.7363024950027466,0.7062077522277832,0.7690762877464294,0.6826029419898987
H2AFZ,CNN-LR-1e-3_BATCH_SIZE-64_RC_AUG-false,2,1e-3,64,0.7289999723434448,0.4580058753490448,0.7259858250617981,0.7311608791351318,0.7208835482597351,0.737051784992218
H2AFZ,CNN-LR-1e-3_BATCH_SIZE-64_RC_AUG-false,3,1e-3,64,0.715666651725769,0.45414599776268005,0.7528252601623535,0.6637710928916931,0.8694779276847839,0.5630810260772705
H2AFZ,hyena_LR-2e-4_BATCH_SIZE-128_RC_AUG-false,1,2e-4,128,0.7366666793823242,0.4870782196521759,0.763189435005188,0.6910966634750366,0.8520749807357788,0.6221779584884644
H2AFZ,hyena_LR-2e-4_BATCH_SIZE-128_RC_AUG-false,2,2e-4,128,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,hyena_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,1,2e-4,128,0.6923333406448364,0.3975936770439148,0.7252158522605896,0.653083086013794,0.8152610659599304,0.5703850984573364
H2AFZ,hyena_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,2,2e-4,128,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,hyena_LR-2e-4_BATCH_SIZE-256_RC_AUG-false,1,2e-4,256,0.7463333606719971,0.49946489930152893,0.7643232941627502,0.711239218711853,0.8259705305099487,0.6673306822776794
H2AFZ,hyena_LR-2e-4_BATCH_SIZE-256_RC_AUG-false,2,2e-4,256,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,hyena_LR-2e-4_BATCH_SIZE-256_RC_AUG-true,1,2e-4,256,0.6926666498184204,0.3977864980697632,0.7249403595924377,0.6539289355278015,0.8132529854774475,0.5730411410331726
H2AFZ,hyena_LR-2e-4_BATCH_SIZE-256_RC_AUG-true,2,2e-4,256,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,hyena_LR-6e-3_BATCH_SIZE-128_RC_AUG-true,1,6e-3,128,0.6193333268165588,0.2643811106681824,0.5094501972198486,0.7110311985015869,0.3969210088253021,0.8399734497070312
H2AFZ,hyena_LR-6e-3_BATCH_SIZE-128_RC_AUG-true,2,6e-3,128,0.6166666746139526,0.23330090939998627,0.612533688545227,0.6166892647743225,0.608433723449707,0.6248340010643005
H2AFZ,hyena_LR-6e-3_BATCH_SIZE-128_RC_AUG-true,3,6e-3,128,0.653333306312561,0.306824266910553,0.6563119888305664,0.6481723189353943,0.6646586060523987,0.6420982480049133
H2AFZ,hyena_LR-6e-3_BATCH_SIZE-256_RC_AUG-true,1,6e-3,256,0.6193333268165588,0.26858094334602356,0.5004374384880066,0.7222222089767456,0.3828648030757904,0.85391765832901
H2AFZ,hyena_LR-6e-3_BATCH_SIZE-256_RC_AUG-true,2,6e-3,256,0.6626666784286499,0.32698938250541687,0.6416430473327637,0.6812030076980591,0.6064257025718689,0.7184594869613647
H2AFZ,hyena_LR-6e-3_BATCH_SIZE-256_RC_AUG-true,3,6e-3,256,0.5423333048820496,0.14059953391551971,0.22473178803920746,0.7184115648269653,0.13319946825504303,0.9482071995735168
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-false,1,6e-4,128,0.7403333187103271,0.4879906177520752,0.7596420645713806,0.7046365141868591,0.8239625096321106,0.6573705077171326
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-false,2,6e-4,128,N/A,N/A,N/A,N/A,N/A,N/A
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,10,6e-4,128,0.6983333230018616,0.4012218415737152,0.7176287174224854,0.6721215844154358,0.7697456479072571,0.6274900436401367
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-true,1,6e-4,128,0.6973333358764648,0.41060498356819153,0.7324690818786621,0.6542105078697205,0.8319946527481079,0.5637450218200684
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,1,6e-4,128,0.6996666789054871,0.41586148738861084,0.7349220514297485,0.6556430459022522,0.8360106945037842,0.5644090175628662
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-true,2,6e-4,128,0.7046666741371155,0.41719570755958557,0.7290520071983337,0.6711711883544922,0.7978581190109253,0.6122177839279175
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,2,6e-4,128,0.6990000009536743,0.4061617851257324,0.7246111631393433,0.6655462384223938,0.7951807379722595,0.6035856604576111
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-true,3,6e-4,128,0.7039999961853027,0.4221842885017395,0.7361853718757629,0.6618589758872986,0.8293172717094421,0.5796812772750854
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,3,6e-4,128,0.7039999961853027,0.4221842885017395,0.7361853718757629,0.6618589758872986,0.8293172717094421,0.5796812772750854
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,4,6e-4,128,0.7043333053588867,0.4120919704437256,0.7204538583755493,0.6807623505592346,0.7650602459907532,0.6440902948379517
H2AFZ,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,5,6e-4,128,0.7096666693687439,0.4210827648639679,0.7205646634101868,0.691928505897522,0.7516733407974243,0.6679946780204773
