task,run_name,seed,learning_rate,batch_size,accuracy,mcc,f1,precision,recall,specificity,model,rc_aug
H3K4me1,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-true,2,0.0006,128,0.6940000057220459,0.3890389800071716,0.70652174949646,0.6808379292488098,0.7342192530632019,0.6535117030143738,HyenaDNA,True
H3K4me1,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-true,3,0.0006,128,0.6996666789054871,0.3997029960155487,0.7077521681785583,0.6913815140724182,0.724916934967041,0.6742475032806396,HyenaDNA,True
H3K4me1,mamba_bpe_4k_d256_4L_new1_LR-5e-5_BATCH_SIZE-128_RC_AUG-True,10,5e-05,128,0.6899999976158142,0.3935771286487579,0.7271126508712769,0.6510772705078125,0.8232558369636536,0.5558528304100037,Mamba-bpe,True
H3K4me1,mamba_bpe_4k_d256_4L_new1_LR-5e-5_BATCH_SIZE-128_RC_AUG-true,1,5e-05,128,0.6966666579246521,0.4002938270568847,0.7239077687263489,0.6661083102226257,0.7926910519599915,0.6000000238418579,Mamba-bpe,True
H3K4me1,mamba_bpe_4k_d256_4L_new1_LR-5e-5_BATCH_SIZE-128_RC_AUG-True,1,5e-05,128,0.687333345413208,0.4059667587280273,0.739009439945221,0.6357108950614929,0.8823920488357544,0.4909698963165283,Mamba-bpe,True
H3K4me1,mamba_bpe_4k_d256_4L_new1_LR-5e-5_BATCH_SIZE-128_RC_AUG-true,2,5e-05,128,0.6986666917800903,0.4123558104038238,0.7355178594589233,0.6570830941200256,0.8352159261703491,0.5612040162086487,Mamba-bpe,True
H3K4me1,mamba_bpe_4k_d256_4L_new1_LR-5e-5_BATCH_SIZE-128_RC_AUG-True,2,5e-05,128,0.6886666417121887,0.3952762186527252,0.730369508266449,0.6457376480102539,0.840531587600708,0.535785973072052,Mamba-bpe,True
H3K4me1,mamba_bpe_4k_d256_4L_new1_LR-5e-5_BATCH_SIZE-128_RC_AUG-true,3,5e-05,128,0.6936666369438171,0.4082792401313782,0.7367516756057739,0.6475327014923096,0.854485034942627,0.5317725539207458,Mamba-bpe,True
H3K4me1,mamba_bpe_4k_d256_4L_new1_LR-5e-5_BATCH_SIZE-128_RC_AUG-True,3,5e-05,128,0.7006666660308838,0.4229779839515686,0.7426934242248535,0.6528967022895813,0.8611295819282532,0.539130449295044,Mamba-bpe,True
H3K4me1,mamba_bpe_4k_d256_4L_new1_LR-5e-5_BATCH_SIZE-128_RC_AUG-True,4,5e-05,128,0.6930000185966492,0.4053708612918854,0.7349640130996704,0.648223340511322,0.8485049605369568,0.5364548563957214,Mamba-bpe,True
H3K4me1,mamba_bpe_4k_d256_4L_new1_LR-5e-5_BATCH_SIZE-128_RC_AUG-True,5,5e-05,128,0.6953333616256714,0.3979913890361786,0.7233656048774719,0.6642579436302185,0.7940199375152588,0.5959866046905518,Mamba-bpe,True
H3K4me1,mamba_bpe_4k_d256_4L_new1_LR-5e-5_BATCH_SIZE-128_RC_AUG-True,6,5e-05,128,0.6869999766349792,0.3977005183696747,0.7337680459022522,0.6399604082107544,0.8598006367683411,0.5130434632301331,Mamba-bpe,True
