benchmark,task,model,learning_rate,batch_size,rc_aug,num_replicates,num_valid_replicates,num_nan_replicates,accuracy_mean,accuracy_std,mcc_mean,mcc_std,is_best
N/A,H3K27ac,Mamba-char,0.0003,128,True,7,7,0,0.7004066620554242,0.009721650308765787,0.41280516982078547,0.009394472668258992,False
N/A,H3K27ac,Mamba-char,0.0003,256,True,7,7,0,0.7009370497294835,0.007043899050277697,0.4077960125037602,0.01671335356346534,False
N/A,H3K27ac,Mamba-char,0.0005,128,True,7,7,0,0.7047383189201355,0.005095710453349897,0.4150506385735103,0.013652185113977961,False
N/A,H3K27ac,Mamba-char,0.0005,256,True,7,7,0,0.6974009871482849,0.008170504361867743,0.39768093398639126,0.01846439465012073,False
N/A,H3K27me3,CNN,0.001,64,False,3,3,0,0.7461110949516296,0.0008388689033436736,0.508823037147522,0.001040824302907069,True
N/A,H3K27me3,Caduceus,0.001,128,False,10,3,7,0.7628888885180155,0.004741448648567429,0.5506238341331482,0.007247140086665914,True
N/A,H3K27me3,Caduceus,0.001,128,True,8,7,1,0.7638095276696342,0.00826832263485184,0.5492767095565796,0.00941848537366722,False
N/A,H3K27me3,Caduceus,0.001,256,False,3,3,0,0.75300000111262,0.011259539158034288,0.5344229737917582,0.017516999836052715,False
N/A,H3K27me3,Caduceus,0.0001,128,False,3,3,0,0.7620000044504801,0.0010000169278671434,0.5449207425117493,0.0017485018664005747,False
N/A,H3K27me3,Caduceus,0.0001,256,False,3,3,0,0.7607777913411459,0.005091745916301203,0.5454280575116476,0.007957663927605513,False
N/A,H3K27me3,Caduceus,1e-05,128,False,3,3,0,0.7430000106493632,0.0015275380824117267,0.507213811079661,0.0021198926491935183,False
N/A,H3K27me3,Caduceus,1e-05,256,False,3,3,0,0.7305555542310079,0.001895424688322324,0.4825860361258189,0.0026214191698184677,False
N/A,H3K27me3,Caduceus,0.008,128,False,3,3,0,0.5095555583635966,0.012509243902685879,0.029435721536477402,0.050984165258628276,False
N/A,H3K27me3,Caduceus,0.008,256,False,3,3,0,0.5529999931653341,0.0756842781086064,0.11272747442126273,0.16116001067465177,False
N/A,H3K27me3,HyenaDNA,0.0002,128,False,2,1,1,0.7829999923706055,0.0,0.5801832675933838,0.0,False
N/A,H3K27me3,HyenaDNA,0.0002,128,True,2,1,1,0.7696666717529297,0.0,0.5480438470840454,0.0,False
N/A,H3K27me3,HyenaDNA,0.0002,256,False,2,1,1,0.7713333368301392,0.0,0.5782842040061951,0.0,False
N/A,H3K27me3,HyenaDNA,0.0002,256,True,2,1,1,0.7676666378974915,0.0,0.5498369336128235,0.0,False
N/A,H3K27me3,HyenaDNA,0.006,128,True,3,3,0,0.6133333245913187,0.0987139490638744,0.250714215139548,0.18912969336634086,False
N/A,H3K27me3,HyenaDNA,0.006,256,True,3,3,0,0.6607777873675028,0.04376874904480573,0.33986107011636096,0.10784122596991436,False
N/A,H3K27me3,HyenaDNA,0.0006,128,False,2,1,1,0.7590000033378601,0.0,0.5573481321334839,0.0,False
N/A,H3K27me3,HyenaDNA,0.0006,128,True,3,3,0,0.7436666687329611,0.011789823473428137,0.5181851784388224,0.015665290990456687,False
N/A,H3K27me3,HyenaDNA,0.0006,256,False,2,1,1,0.7803333401679993,0.0,0.5771245360374451,0.0,False
N/A,H3K27me3,HyenaDNA,0.0006,256,True,3,3,0,0.7482222318649292,0.021838631221756884,0.5287569165229797,0.021564863036548004,False
N/A,H3K27me3,HyenaDNA,6e-05,128,True,3,3,0,0.7577777902285258,0.004880047754264363,0.529406468073527,0.0033146319116701003,False
N/A,H3K27me3,HyenaDNA,6e-05,256,True,13,13,0,0.7641538473275992,0.007839383959972234,0.5423269042601953,0.01331778280363752,True
N/A,H3K27me3,Mamba-bpe,0.0001,128,True,3,3,0,0.7450000047683716,0.007767477519459143,0.5205413103103638,0.012010672180465335,False
N/A,H3K27me3,Mamba-bpe,0.0001,256,True,3,3,0,0.7453333338101705,0.010477474933082312,0.5207376082738241,0.010194753619222776,False
N/A,H3K27me3,Mamba-bpe,0.0002,128,True,3,3,0,0.7437777717908224,0.006256849754189368,0.5043209294478098,0.009875061763830082,False
N/A,H3K27me3,Mamba-bpe,0.0002,256,True,3,3,0,0.7481111089388529,0.006058382015848112,0.5063385268052419,0.014999087950487974,False
N/A,H3K27me3,Mamba-bpe,5e-05,128,True,13,13,0,0.7519230750890878,0.0067716015020931695,0.5299425950417151,0.009575323014495266,True
N/A,H3K27me3,Mamba-bpe,5e-05,256,True,3,3,0,0.7437777717908224,0.008500554535227085,0.5169839660326639,0.004172201670937351,False
N/A,H3K27me3,Mamba-char,0.01,128,True,3,2,1,0.5356666743755341,0.040540758554689395,0.08668186794966455,0.09148397703661598,False
N/A,H3K27me3,Mamba-char,0.01,256,True,3,2,1,0.5834999978542328,0.1147869840662684,0.1691309958696365,0.23918734817650786,False
N/A,H3K27me3,Mamba-char,0.001,128,True,3,2,1,0.7508333325386047,0.013435066606120668,0.5218505859375,0.01855869039219601,False
N/A,H3K27me3,Mamba-char,0.001,256,True,3,2,1,0.7388333380222321,0.02239173553001927,0.5132650136947632,0.022312204426879215,False
N/A,H3K27me3,Mamba-char,0.0001,128,True,7,7,0,0.7542857187134879,0.005338292919128654,0.5273715938840594,0.006498845582128523,False
N/A,H3K27me3,Mamba-char,0.0001,256,True,7,7,0,0.7514761856624058,0.005675998209544166,0.522223711013794,0.008138983374227707,False
N/A,H3K27me3,Mamba-char,0.002,128,True,2,2,0,0.7248333394527435,0.008720983747025682,0.48782944679260254,0.005089822013569607,False
N/A,H3K27me3,Mamba-char,0.002,256,True,2,1,1,0.737666666507721,0.0,0.5020840764045715,0.0,False
N/A,H3K27me3,Mamba-char,0.0003,128,True,7,7,0,0.752476189817701,0.0054665909981967695,0.5266131673540387,0.006188134530447244,False
N/A,H3K27me3,Mamba-char,0.0003,256,True,7,7,0,0.7546190449169704,0.009567365608900718,0.5276352592876979,0.01572568214824375,False
N/A,H3K27me3,Mamba-char,0.0005,128,True,18,18,0,0.7570000025961134,0.00825334901998738,0.5351625250445472,0.010474612058280429,True
N/A,H3K27me3,Mamba-char,0.0005,256,True,15,15,0,0.7527555545171102,0.01279413030437172,0.5282753805319468,0.014517911175014483,False
N/A,H3K36me3,CNN,0.001,64,False,3,3,0,0.7622222304344177,0.007676312167916779,0.5398496786753336,0.009108533914917382,True
N/A,H3K36me3,Caduceus,0.001,128,False,3,3,0,0.7152222394943237,0.0654542595604546,0.47506187359491986,0.08388300143346981,False
N/A,H3K36me3,Caduceus,0.001,256,False,10,3,7,0.7595555583635966,0.007581658570825725,0.5306359132130941,0.017897111975707612,True
N/A,H3K36me3,Caduceus,0.001,256,True,8,7,1,0.750952388559069,0.00927647675832315,0.5128028350217002,0.012382495486843401,False
N/A,H3K36me3,Caduceus,0.0001,128,False,3,3,0,0.7471111218134562,0.006946898803182735,0.5063112576802572,0.009203901516207582,False
N/A,H3K36me3,Caduceus,0.0001,256,False,3,3,0,0.7459999918937683,0.002666652202606201,0.5047811468442281,0.005493047885355577,False
N/A,H3K36me3,Caduceus,1e-05,128,False,3,3,0,0.7180000146230062,0.0012018542383964625,0.44641130169232685,0.0020668198211040833,False
N/A,H3K36me3,Caduceus,1e-05,256,False,3,3,0,0.6942222317059835,0.00107150707639769,0.3981516361236572,0.0017253486421706635,False
N/A,H3K36me3,Caduceus,0.008,128,False,3,3,0,0.5461110969384512,0.08361971744832615,0.09508514155944191,0.18080223626220837,False
N/A,H3K36me3,Caduceus,0.008,256,False,3,3,0,0.6205555697282156,0.10672204944799013,0.24809916814168295,0.2157758706574795,False
N/A,H3K36me3,HyenaDNA,0.0002,128,False,2,1,1,0.7683333158493042,0.0,0.5528587102890015,0.0,False
N/A,H3K36me3,HyenaDNA,0.0002,128,True,2,1,1,0.7456666827201843,0.0,0.5040854811668396,0.0,False
N/A,H3K36me3,HyenaDNA,0.0002,256,False,2,1,1,0.7603333592414856,0.0,0.5517940521240234,0.0,False
N/A,H3K36me3,HyenaDNA,0.0002,256,True,2,1,1,0.7446666955947876,0.0,0.5044395923614502,0.0,False
N/A,H3K36me3,HyenaDNA,0.006,128,True,3,3,0,0.6386666695276896,0.021605022350953407,0.27762038509051,0.04371303564034457,False
N/A,H3K36me3,HyenaDNA,0.006,256,True,3,3,0,0.5668888886769613,0.07894186854826672,0.13769190013408655,0.157967222520056,False
N/A,H3K36me3,HyenaDNA,0.0006,128,False,2,1,1,0.7789999842643738,0.0,0.5797454118728638,0.0,False
N/A,H3K36me3,HyenaDNA,0.0006,128,True,11,11,0,0.7405151562257246,0.007342976386220493,0.4917123995044015,0.016822821954005564,False
N/A,H3K36me3,HyenaDNA,0.0006,256,False,2,1,1,0.7903333306312561,0.0,0.5856194496154785,0.0,False
N/A,H3K36me3,HyenaDNA,0.0006,256,True,13,13,0,0.7460256402309124,0.005946453215332468,0.5037895211806664,0.007948183297807299,True
N/A,H3K36me3,HyenaDNA,6e-05,128,True,3,3,0,0.7385555505752563,0.0036868182652645886,0.4935230811436971,0.007948965264188566,False
N/A,H3K36me3,HyenaDNA,6e-05,256,True,3,3,0,0.7337777813275655,0.012606573299323463,0.4901943504810333,0.013883726969904185,False
N/A,H3K36me3,Mamba-bpe,0.0001,128,True,3,3,0,0.7253333330154419,0.004725788416756798,0.4745447238286336,0.0034263050996000102,False
N/A,H3K36me3,Mamba-bpe,0.0001,256,True,3,3,0,0.7277777791023254,0.0028349751254480656,0.4682599405447642,0.011773516544281203,False
N/A,H3K36me3,Mamba-bpe,0.0002,128,True,3,3,0,0.7297777732213339,0.007244399064309065,0.47148726383845013,0.00981966056855276,False
N/A,H3K36me3,Mamba-bpe,0.0002,256,True,3,3,0,0.7259999910990397,0.006658345341927172,0.4647221565246582,0.009851438632005634,False
N/A,H3K36me3,Mamba-bpe,5e-05,128,True,13,13,0,0.7384359011283288,0.005801315346621843,0.4888601234325996,0.009642851874788838,True
N/A,H3K36me3,Mamba-bpe,5e-05,256,True,3,3,0,0.7264444430669149,0.006517787617481491,0.46712247530619305,0.007300835929799397,False
N/A,H3K36me3,Mamba-char,0.01,128,True,3,2,1,0.648333340883255,0.02309879106063803,0.30835168063640594,0.03659566602009992,False
N/A,H3K36me3,Mamba-char,0.01,256,True,2,1,1,0.5603333115577698,0.0,0.1835997551679611,0.0,False
N/A,H3K36me3,Mamba-char,0.001,128,True,3,2,1,0.7341666519641876,0.016734869816584095,0.48756860196590424,0.014882241870014981,False
N/A,H3K36me3,Mamba-char,0.001,256,True,2,1,1,0.7450000047683716,0.0,0.4902259409427643,0.0,False
N/A,H3K36me3,Mamba-char,0.0001,128,True,18,18,0,0.7354259259170957,0.005040764032430734,0.48446520500712925,0.009940169750791485,False
N/A,H3K36me3,Mamba-char,0.0001,256,True,7,7,0,0.7333333321980068,0.006012331786236302,0.4771451609475272,0.0072830725943298855,False
N/A,H3K36me3,Mamba-char,0.002,128,True,3,2,1,0.6963333189487457,0.05515433533887168,0.40248979628086085,0.1241709166669462,False
N/A,H3K36me3,Mamba-char,0.002,256,True,2,1,1,0.6346666812896729,0.0,0.2762084901332855,0.0,False
N/A,H3K36me3,Mamba-char,0.0003,128,True,18,18,0,0.736833330657747,0.00877328781591372,0.4856068227026198,0.012249930807212839,True
N/A,H3K36me3,Mamba-char,0.0003,256,True,7,7,0,0.7299523949623108,0.012205690302925197,0.47844905086926054,0.01327931148749429,False
N/A,H3K36me3,Mamba-char,0.0005,128,True,7,7,0,0.7392857159887042,0.005632026329718813,0.4845562832696097,0.009412818706671903,False
N/A,H3K36me3,Mamba-char,0.0005,256,True,7,7,0,0.7311428615025112,0.0056334201766410534,0.4703360668250492,0.008065530487217407,False
N/A,H3K4me1,CNN,0.001,64,False,3,3,0,0.6898888945579529,0.011403396828689606,0.4057705005009969,0.009722881831771233,True
N/A,H3K4me1,Caduceus,0.001,128,False,10,3,7,0.6937777797381083,0.024936198023261455,0.42125531037648517,0.028718290190216336,False
N/A,H3K4me1,Caduceus,0.001,128,True,13,11,2,0.7058484933593057,0.010147088573854107,0.42921038378368725,0.00824739290880101,True
N/A,H3K4me1,Caduceus,0.001,256,False,3,3,0,0.6967777808507284,0.011315338624776919,0.4088848233222961,0.027893288818443655,False
N/A,H3K4me1,Caduceus,0.0001,128,False,3,3,0,0.696999986966451,0.0058404669331166515,0.41473924120267225,0.009980040687158884,False
N/A,H3K4me1,Caduceus,0.0001,256,False,3,3,0,0.6968888839085897,0.005102658503561087,0.4156921803951263,0.005600333315861295,False
N/A,H3K4me1,Caduceus,1e-05,128,False,3,3,0,0.6901111006736755,0.0027148507497302076,0.39237260818481445,0.0012234312661180986,False
N/A,H3K4me1,Caduceus,1e-05,256,False,3,3,0,0.6836666862169901,0.0012018542383964816,0.3805435399214427,0.0023264608595551356,False
N/A,H3K4me1,Caduceus,0.008,128,False,3,3,0,0.6328888734181722,0.02429525333874508,0.2689536412556966,0.04535927009485291,False
N/A,H3K4me1,Caduceus,0.008,256,False,3,3,0,0.579111119111379,0.07461481402739659,0.17519460680584112,0.1784291800656699,False
N/A,H3K4me1,HyenaDNA,0.0002,128,False,2,1,1,0.7333333492279053,0.0,0.4899832606315613,0.0,False
N/A,H3K4me1,HyenaDNA,0.0002,128,True,2,1,1,0.6993333101272583,0.0,0.4195722043514251,0.0,False
N/A,H3K4me1,HyenaDNA,0.0002,256,False,2,1,1,0.7283333539962769,0.0,0.4580555260181427,0.0,False
N/A,H3K4me1,HyenaDNA,0.0002,256,True,2,1,1,0.6896666884422302,0.0,0.4050924181938171,0.0,False
N/A,H3K4me1,HyenaDNA,0.006,128,True,3,3,0,0.5418888926506042,0.03445499743308567,0.11020638545354204,0.07182603511077991,False
N/A,H3K4me1,HyenaDNA,0.006,256,True,3,3,0,0.6512222290039062,0.0125624260493538,0.3194864094257354,0.03686569229959413,False
N/A,H3K4me1,HyenaDNA,0.0006,128,False,2,1,1,0.7236666679382324,0.0,0.4717007279396057,0.0,False
N/A,H3K4me1,HyenaDNA,0.0006,128,True,11,11,0,0.6952121257781982,0.004134602562118085,0.4027059592983939,0.0074151140667881536,True
N/A,H3K4me1,HyenaDNA,0.0006,256,False,2,1,1,0.734666645526886,0.0,0.4730753600597381,0.0,False
N/A,H3K4me1,HyenaDNA,0.0006,256,True,13,13,0,0.6951794853577247,0.005557126089216208,0.4011881718268761,0.013539775036166761,False
N/A,H3K4me1,HyenaDNA,6e-05,128,True,3,3,0,0.692555566628774,0.006194384380263092,0.3999699453512828,0.007234675263337414,False
N/A,H3K4me1,HyenaDNA,6e-05,256,True,3,3,0,0.6913333336512247,0.0043716087882916446,0.40228899319966627,0.02243704727312334,False
N/A,H3K4me1,Mamba-bpe,0.0001,128,True,3,3,0,0.6878889004389445,0.015071423894670092,0.40001383423805237,0.010630212298444746,False
N/A,H3K4me1,Mamba-bpe,0.0001,256,True,3,3,0,0.6848888794581095,0.003976777691645693,0.38731561104456586,0.009502773997448904,False
N/A,H3K4me1,Mamba-bpe,0.0002,128,True,3,3,0,0.6846666733423868,0.0008819207684100448,0.3844597240289052,0.007504853713158061,False
N/A,H3K4me1,Mamba-bpe,0.0002,256,True,3,3,0,0.6834444403648376,0.008700784868441332,0.38837940494219464,0.006843556127489859,False
N/A,H3K4me1,Mamba-bpe,5e-05,128,True,13,13,0,0.6927692294120789,0.00533573761706002,0.4059024086365333,0.009460342052989864,True
N/A,H3K4me1,Mamba-bpe,5e-05,256,True,3,3,0,0.6952222386995951,0.004194348463993101,0.4008340934912364,0.012740989429200053,False
N/A,H3K4me1,Mamba-char,0.01,128,True,3,2,1,0.5760000050067902,0.10983725817714901,0.16216522455215454,0.22933625990693537,False
N/A,H3K4me1,Mamba-char,0.01,256,True,2,1,1,0.6113333106040955,0.0,0.2237535566091537,0.0,False
N/A,H3K4me1,Mamba-char,0.001,128,True,3,2,1,0.6961666643619537,0.005421138389713745,0.41901059448719025,0.0011767610838484168,False
N/A,H3K4me1,Mamba-char,0.001,256,True,2,1,1,0.6899999976158142,0.0,0.4110217094421386,0.0,False
N/A,H3K4me1,Mamba-char,0.0001,128,True,18,18,0,0.6919629640049405,0.00541468449642515,0.4045207550128301,0.010088036406125066,True
N/A,H3K4me1,Mamba-char,0.0001,256,True,7,7,0,0.6894761919975281,0.005547288382607091,0.3957968992846353,0.006868599094101292,False
N/A,H3K4me1,Mamba-char,0.002,128,True,3,2,1,0.6859999895095825,0.015084947137928127,0.3799729645252228,0.020177045081317263,False
N/A,H3K4me1,Mamba-char,0.002,256,True,2,1,1,0.6859999895095825,0.0,0.3956693708896637,0.0,False
N/A,H3K4me1,Mamba-char,0.0003,128,True,7,7,0,0.6890000019754682,0.006823154423983911,0.39731039319719585,0.011326085274699358,False
N/A,H3K4me1,Mamba-char,0.0003,256,True,7,7,0,0.6877619113240924,0.004821689091830569,0.3971444240638188,0.004382808973388477,False
N/A,H3K4me1,Mamba-char,0.0005,128,True,7,7,0,0.6889047622680664,0.006505594901313309,0.3929998406342098,0.016424968541776476,False
N/A,H3K4me1,Mamba-char,0.0005,256,True,7,7,0,0.6849523867879596,0.00694269579656444,0.39244259681020466,0.00904466612077035,False
