benchmark,task,model,learning_rate,batch_size,rc_aug,num_replicates,num_valid_replicates,num_nan_replicates,accuracy_mean,accuracy_std,mcc_mean,mcc_std,is_best
N/A,human_ocr_ensembl,Mamba-bpe,5e-05,256,True,3,3,0,0.7692168156305949,0.0019719181115828875,0.5401698549588522,0.0038925793279496177,False
N/A,human_ocr_ensembl,Mamba-char,0.01,128,True,3,3,0,0.5078202486038208,0.006859241611402458,0.0298669748008251,0.029182005841781072,False
N/A,human_ocr_ensembl,Mamba-char,0.01,256,True,3,3,0,0.5486762722333273,0.053269844172789536,0.10044737439602613,0.11261756188444025,False
N/A,human_ocr_ensembl,Mamba-char,0.001,128,True,3,3,0,0.8112268447875977,0.0005298688653216973,0.623247226079305,0.0010857046408393497,False
N/A,human_ocr_ensembl,Mamba-char,0.001,256,True,3,3,0,0.8074788451194763,0.003559129846131467,0.615163266658783,0.006893372385327678,False
N/A,human_ocr_ensembl,Mamba-char,0.002,128,True,3,3,0,0.7103742162386576,0.18219847373350803,0.4213242332140605,0.3648995279544024,False
N/A,human_ocr_ensembl,Mamba-char,0.002,256,True,13,13,0,0.8156658823673542,0.0017014565678815324,0.6318909434171823,0.003486994625609699,True
N/A,mouse_0,CNN,0.001,64,False,5,5,0,0.6451851844787597,0.014146449052329738,0.2939545154571533,0.02906965180244042,True
N/A,mouse_0,Caduceus,0.001,128,False,3,3,0,0.78847736120224,0.008758778157678058,0.5819835662841797,0.018752068387246034,False
N/A,mouse_0,Caduceus,0.001,256,False,3,3,0,0.785185178120931,0.016972514569074115,0.5749376813570658,0.03706041677770141,False
N/A,mouse_0,Caduceus,0.0001,128,False,3,3,0,0.7584362228711446,0.007937152062744321,0.5177843769391378,0.015910103874669457,False
N/A,mouse_0,Caduceus,0.0001,256,False,3,3,0,0.7444444497426351,0.004451290258359264,0.488964706659317,0.00888647869160578,False
N/A,mouse_0,Caduceus,1e-05,128,False,3,3,0,0.5641975402832031,0.007407426834106445,0.1678861578305562,0.006410712427710079,False
N/A,mouse_0,Caduceus,1e-05,256,False,3,3,0,0.5176954865455627,0.013766041807847691,0.05137547974785167,0.03122693242138221,False
N/A,mouse_0,Caduceus,0.002,128,False,10,10,0,0.803333330154419,0.008023110916675241,0.6099831521511078,0.015096061767955147,True
N/A,mouse_0,Caduceus,0.002,128,True,7,7,0,0.8022927641868591,0.008446604472414528,0.6095968655177525,0.01795157361738515,False
N/A,mouse_0,Caduceus,0.002,256,False,3,3,0,0.7962962985038757,0.0,0.5933244824409485,0.0008946509518094146,False
N/A,mouse_0,Caduceus,0.0005,128,False,3,3,0,0.79670782883962,0.011471087491839064,0.5981897910435995,0.02031225351673835,False
N/A,mouse_0,Caduceus,0.0005,256,False,3,3,0,0.7790123621622721,0.013353895572104584,0.564002275466919,0.026992944193253984,False
N/A,mouse_0,HyenaDNA,0.006,128,True,3,3,0,0.49300411343574524,0.011065300600972591,-0.019292103747526768,0.02589243903830065,False
N/A,mouse_0,HyenaDNA,0.006,256,True,3,3,0,0.5008230408032736,0.0014255484879720198,0.002097473324586933,0.0036329303657049758,False
N/A,mouse_0,HyenaDNA,0.0006,128,True,3,3,0,0.7621399362881979,0.003106926688757319,0.5393837094306946,0.015818326397800266,False
N/A,mouse_0,HyenaDNA,0.0006,256,True,10,10,0,0.7598765373229981,0.012885978720219553,0.5233623564243317,0.02200315271358055,True
N/A,mouse_0,HyenaDNA,6e-05,128,True,3,3,0,0.7358024716377258,0.003266364454977269,0.47664307554562885,0.0065305195163523795,False
N/A,mouse_0,HyenaDNA,6e-05,256,True,3,3,0,0.7255143920580546,0.004989436914280987,0.453738530476888,0.006678346236977186,False
N/A,mouse_0,Mamba-bpe,0.0001,128,True,13,13,0,0.7524216496027433,0.008229659425609047,0.5067886068270757,0.01614752532253821,True
N/A,mouse_0,Mamba-bpe,0.0001,256,True,3,3,0,0.7259259223937988,0.0064150198150107205,0.45524458090464276,0.015483754706908132,False
N/A,mouse_0,Mamba-bpe,0.0002,128,True,3,3,0,0.7362140019734701,0.014308928799345614,0.47902484734853107,0.03386964640814097,False
N/A,mouse_0,Mamba-bpe,0.0002,256,True,3,3,0,0.7452674905459086,0.008220155360161217,0.496347318092982,0.007461007148051989,False
N/A,mouse_0,Mamba-bpe,5e-05,128,True,3,3,0,0.7378600835800171,0.00822017475591724,0.4782593051592509,0.018128564946813704,False
N/A,mouse_0,Mamba-bpe,5e-05,256,True,3,3,0,0.7234567801157633,0.0012345612050301692,0.44925344983736676,0.0023820274773116426,False
N/A,mouse_0,Mamba-bpe,0.0006,128,True,10,10,0,0.7391358017921448,0.011493935634442141,0.4800302445888519,0.023618598365369548,False
N/A,mouse_0,Mamba-char,0.0001,128,True,3,3,0,0.6979423960049947,0.007441642557550968,0.3974302113056183,0.01568419121848867,False
N/A,mouse_0,Mamba-char,0.0001,256,True,3,3,0,0.6897119482358297,0.006335305094239427,0.3808617095152537,0.012519776978497732,False
N/A,mouse_0,Mamba-char,0.0002,128,True,10,10,0,0.7313580274581909,0.00974188924658896,0.4650623112916946,0.01845051146724937,True
N/A,mouse_0,Mamba-char,0.0002,256,True,3,3,0,0.7238683104515076,0.006799474416539636,0.44893960158030194,0.01403171714166494,False
N/A,mouse_0,Mamba-char,5e-05,128,True,3,3,0,0.6625514427820841,0.0031069266887573076,0.32619213064511615,0.006590627461307025,False
N/A,mouse_0,Mamba-char,5e-05,256,True,3,3,0,0.6366255084673563,0.009902236950276855,0.33157185713450116,0.012614479802561638,False
N/A,mouse_1,CNN,0.001,64,False,5,5,0,0.8183246850967407,0.003995536230056291,0.6370332598686218,0.008141025440821757,True
N/A,mouse_1,Caduceus,0.001,128,False,10,10,0,0.922520387172699,0.002478075068105257,0.8454885363578797,0.004837050057974591,True
N/A,mouse_1,Caduceus,0.001,128,True,7,7,0,0.9225034373147147,0.0010885108838005891,0.8453350407736642,0.0022846459999928503,False
N/A,mouse_1,Caduceus,0.001,256,False,3,3,0,0.9185075362523397,0.0013775343903631352,0.8377242883046468,0.0026394098731483415,False
N/A,mouse_1,Caduceus,0.0001,128,False,3,3,0,0.9020014802614847,0.0009258622937212648,0.8045552174250284,0.002004699464041429,False
N/A,mouse_1,Caduceus,0.0001,256,False,3,3,0,0.8961205879847208,0.0007608158233027683,0.7927657167116801,0.001403821984400721,False
N/A,mouse_1,Caduceus,1e-05,128,False,3,3,0,0.8092413942019144,0.0008687118624034878,0.6297317941983541,0.001096578012363945,False
N/A,mouse_1,Caduceus,1e-05,256,False,3,3,0,0.7396590113639832,0.0006794231963535312,0.532092293103536,0.0007727788360049344,False
N/A,mouse_1,Caduceus,0.002,128,False,3,3,0,0.9219668706258138,0.0031110572535839667,0.8445485234260559,0.005603805125701138,False
N/A,mouse_1,Caduceus,0.002,256,False,3,3,0,0.9217692017555237,0.0011225880043513423,0.843735953172048,0.0021110312081485155,False
N/A,mouse_1,Caduceus,0.0005,128,False,3,3,0,0.9177168210347494,0.0006793971823804042,0.8362768491109213,0.0018727971142278622,False
N/A,mouse_1,Caduceus,0.0005,256,False,3,3,0,0.9134173393249512,0.0018928332639552442,0.8276214599609375,0.003658603892895213,False
N/A,mouse_1,HyenaDNA,0.006,128,True,3,3,0,0.8582159678141276,0.04978692773366864,0.7202441692352295,0.09878417408501625,False
N/A,mouse_1,HyenaDNA,0.006,256,True,3,3,0,0.8959723313649496,0.0056110040133696215,0.792726476987203,0.01079718137147229,False
N/A,mouse_1,HyenaDNA,0.0006,128,True,3,3,0,0.9096120595932007,0.0009871655893834647,0.8202709555625916,0.003284240530985458,False
N/A,mouse_1,HyenaDNA,0.0006,256,True,10,10,0,0.9112676024436951,0.0019992031417396194,0.8235520899295807,0.003560530709616062,True
N/A,mouse_1,HyenaDNA,6e-05,128,True,3,3,0,0.9021991689999899,0.0017119658703592879,0.8048719962437948,0.003482482224941693,False
N/A,mouse_1,HyenaDNA,6e-05,256,True,3,3,0,0.8991845846176147,0.002476373772349216,0.7983976801236471,0.004958883123936377,False
N/A,mouse_1,Mamba-bpe,0.0001,128,True,3,3,0,0.8991845846176147,0.0020381915471411037,0.798832893371582,0.0046184586364719496,False
N/A,mouse_1,Mamba-bpe,0.0001,256,True,3,3,0,0.8999258875846863,0.000825465061198143,0.8011333346366882,0.0011864748043116226,False
N/A,mouse_1,Mamba-bpe,0.0002,128,True,3,3,0,0.9000741442044576,0.0006793971823803528,0.8017147779464722,0.0021608952107237287,False
N/A,mouse_1,Mamba-bpe,0.0002,256,True,13,13,0,0.8997776141533484,0.0027364244120492718,0.8008165863844064,0.005546039686254798,True
N/A,mouse_1,Mamba-bpe,5e-05,128,True,3,3,0,0.8962688446044922,0.003484303283971032,0.7936235467592875,0.007176987067426654,False
N/A,mouse_1,Mamba-bpe,5e-05,256,True,3,3,0,0.8937978744506836,0.0011323329731246653,0.7889636953671774,0.0033206831941482067,False
N/A,mouse_1,Mamba-char,0.0001,128,True,3,3,0,0.8911292354265848,0.002446608783670833,0.7832877437273661,0.005342367424229462,False
N/A,mouse_1,Mamba-char,0.0001,256,True,3,3,0,0.8790709177652994,0.0013452481844575218,0.7582840919494629,0.002876587511420009,False
N/A,mouse_1,Mamba-char,0.0002,128,True,3,2,1,0.9022980034351349,0.0025160404155549587,0.805735170841217,0.004628145434981273,False
N/A,mouse_1,Mamba-char,0.0002,256,True,10,10,0,0.8972127497196197,0.0016105729633559144,0.7949926555156708,0.003518505519230684,True
N/A,mouse_1,Mamba-char,5e-05,128,True,3,3,0,0.8705707987149557,0.0006462379026360852,0.7411750555038452,0.0013451794558768677,False
N/A,mouse_1,Mamba-char,5e-05,256,True,3,3,0,0.8537682294845581,0.002690523739211213,0.707572340965271,0.005393663992497584,False
N/A,mouse_2,CNN,0.001,64,False,5,5,0,0.7859756231307984,0.01148869715041372,0.57419673204422,0.022838466854560844,True
N/A,mouse_2,Caduceus,0.001,128,False,1,1,0,0.9115853905677797,0.0,0.8276292085647583,0.0,False
N/A,mouse_2,Caduceus,0.001,256,False,3,3,0,0.8963414629300436,0.023017793592845018,0.7945312062899271,0.04770190881663211,False
N/A,mouse_2,Caduceus,0.0001,128,False,3,3,0,0.8678861856460571,0.011542485630022843,0.7379825711250305,0.02127112841431271,False
N/A,mouse_2,Caduceus,0.0001,256,False,3,3,0,0.8008130192756653,0.020299761489642916,0.6269233028093973,0.018749960901965627,False
N/A,mouse_2,Caduceus,1e-05,128,False,3,3,0,0.7479674816131592,0.00767258865364589,0.5329220692316691,0.011628034929602482,False
N/A,mouse_2,Caduceus,1e-05,256,False,3,3,0,0.5914634068806967,0.0030488073826321718,0.2857524752616882,0.006259260292206042,False
N/A,mouse_2,Caduceus,0.002,128,False,7,7,0,0.9194250958306449,0.01492108947317006,0.8412245341709682,0.030321259760779304,False
N/A,mouse_2,Caduceus,0.002,128,True,7,7,0,0.9211672629628863,0.008148200824153675,0.8449028730392456,0.016747399757775203,True
N/A,mouse_2,Caduceus,0.0002,128,False,3,3,0,0.8780487775802612,0.0030487775802612305,0.7562935551007589,0.0059302981310256405,False
N/A,mouse_2,Caduceus,0.0005,128,False,3,3,0,0.8882113695144653,0.009800448743994826,0.7780031561851501,0.021065067294294037,False
N/A,mouse_2,Caduceus,0.0005,256,False,3,3,0,0.880081295967102,0.009314169359087595,0.7618222037951151,0.016835778465354303,False
N/A,mouse_2,HyenaDNA,0.006,128,True,3,3,0,0.8780487775802612,0.018544990028426286,0.7567756772041321,0.038052836857214445,False
N/A,mouse_2,HyenaDNA,0.006,256,True,3,3,0,0.8841463327407837,0.01613261456024096,0.7720372676849365,0.03265933214365364,False
N/A,mouse_2,HyenaDNA,0.0006,128,True,10,10,0,0.8993902385234833,0.01619653003931029,0.8014865756034851,0.032049084501523224,True
N/A,mouse_2,HyenaDNA,0.0006,256,True,3,3,0,0.8871951103210449,0.0030487775802612305,0.7785993019739786,0.009279022128158749,False
N/A,mouse_2,HyenaDNA,6e-05,128,True,3,3,0,0.8729674816131592,0.015645111419421917,0.7460169593493143,0.03141670699600482,False
N/A,mouse_2,HyenaDNA,6e-05,256,True,3,3,0,0.8628048698107401,0.019039643291631117,0.7284718553225199,0.03713717281527933,False
N/A,mouse_2,Mamba-bpe,0.0001,128,True,3,3,0,0.8404471476872762,0.010706983272161378,0.6838128566741943,0.017192761373689247,False
N/A,mouse_2,Mamba-bpe,0.0001,256,True,3,3,0,0.832317074139913,0.019039633747263748,0.6729294657707214,0.029975300368531906,False
N/A,mouse_2,Mamba-bpe,0.002,128,True,10,10,0,0.8295731723308564,0.03737986668231989,0.6683865427970886,0.062184922764354555,False
N/A,mouse_2,Mamba-bpe,0.0002,128,True,13,13,0,0.8853189395024226,0.010745838996221979,0.77183742248095,0.021234836047251,True
N/A,mouse_2,Mamba-bpe,0.0002,256,True,3,3,0,0.8607723712921143,0.01534517730729178,0.7222111622492472,0.03096452001284484,False
N/A,mouse_2,Mamba-bpe,5e-05,128,True,3,3,0,0.8455284436543783,0.01760215997938889,0.6958683927853903,0.03206175830348658,False
N/A,mouse_2,Mamba-bpe,5e-05,256,True,3,3,0,0.8038617968559265,0.004657084679543798,0.6172897418340048,0.018394570768081833,False
N/A,mouse_2,Mamba-char,0.0002,128,True,17,17,0,0.84863701988669,0.013460522467265455,0.7014353275299072,0.027420016978956453,True
N/A,mouse_3,CNN,0.001,64,False,5,5,0,0.6878661155700684,0.0335511591829996,0.3854711294174194,0.07442227634556346,True
N/A,mouse_3,Caduceus,0.001,128,False,3,3,0,0.9065550764401754,0.017419785141649723,0.8203523755073547,0.03213241620287774,False
N/A,mouse_3,Caduceus,0.001,256,False,3,3,0,0.8953975041707357,0.015085992992490197,0.7955106894175211,0.031507386642533455,False
N/A,mouse_3,Caduceus,0.0001,128,False,3,3,0,0.7824267745018005,0.022140160519892763,0.5789880752563477,0.051195948977059015,False
N/A,mouse_3,Caduceus,0.0001,256,False,3,3,0,0.5327754418055216,0.012782627636061625,0.1436952998240788,0.05306029263012884,False
N/A,mouse_3,Caduceus,1e-05,128,False,3,3,0,0.5020920634269714,0.0,0.0,0.0,False
N/A,mouse_3,Caduceus,1e-05,256,False,3,3,0,0.5020920634269714,0.0,0.0,0.0,False
N/A,mouse_3,Caduceus,0.002,128,False,10,10,0,0.9112970650196075,0.01076721939613209,0.8274794518947601,0.021525613493180645,True
N/A,mouse_3,Caduceus,0.002,128,True,7,7,0,0.9097429769379752,0.012976815315476209,0.8236768501145499,0.026913839674009395,False
N/A,mouse_3,Caduceus,0.002,256,False,3,3,0,0.913528581460317,0.0024157067654474104,0.8299624522527059,0.003894388551317579,False
N/A,mouse_3,Caduceus,0.0005,128,False,3,3,0,0.9065550963083903,0.006391300811240913,0.8173076510429382,0.009933020146608764,False
N/A,mouse_3,Caduceus,0.0005,256,False,3,3,0,0.8884239991505941,0.008709897343031419,0.783642033735911,0.02015667509201519,False
N/A,mouse_3,HyenaDNA,0.006,128,True,3,3,0,0.5369595587253571,0.06096930969338476,0.06209955116113027,0.14402181271211562,False
N/A,mouse_3,HyenaDNA,0.006,256,True,3,3,0,0.4923291405042012,0.009662758236274426,-0.017822156330415336,0.030039598782923015,False
N/A,mouse_3,HyenaDNA,0.0006,128,True,10,10,0,0.8656903743743897,0.022699785119932807,0.73686443567276,0.04774589113794104,True
N/A,mouse_3,HyenaDNA,0.0006,256,True,3,3,0,0.8117155035336813,0.029288696391241986,0.6322356859842936,0.06744445837712164,False
N/A,mouse_3,HyenaDNA,6e-05,128,True,3,3,0,0.7629009683926901,0.0087098973430314,0.5271901488304138,0.018343886492085116,False
N/A,mouse_3,HyenaDNA,6e-05,256,True,3,3,0,0.767085075378418,0.02379182838367046,0.5348349809646606,0.048091715668896425,False
N/A,mouse_3,Mamba-bpe,0.0001,128,True,3,3,0,0.7545327742894491,0.0024157067654474425,0.5090930263201395,0.004800535308561081,False
N/A,mouse_3,Mamba-bpe,0.0001,256,True,3,3,0,0.7377963662147522,0.012782653649681126,0.47626951336860657,0.026020795127367807,False
N/A,mouse_3,Mamba-bpe,0.002,256,True,10,10,0,0.5025104701519012,0.0013231182391097432,0.00118354512378573,0.0037426983047488325,False
N/A,mouse_3,Mamba-bpe,0.0002,128,True,13,13,0,0.792404252749223,0.024607959427001717,0.5878391861915588,0.0471288303278081,True
N/A,mouse_3,Mamba-bpe,0.0002,256,True,3,3,0,0.7824267943700155,0.027436972830151236,0.56915283203125,0.05233469820648996,False
N/A,mouse_3,Mamba-bpe,5e-05,128,True,3,3,0,0.7894002993901571,0.004831379118137196,0.5856234629948934,0.011653249885678785,False
N/A,mouse_3,Mamba-bpe,5e-05,256,True,3,3,0,0.7364016771316528,0.016736388206481934,0.47576621174812317,0.0335014580948476,False
N/A,mouse_3,Mamba-char,0.0001,128,True,3,3,0,0.5536959568659464,0.008709921203973937,0.2285637011130651,0.020511152961003004,False
N/A,mouse_3,Mamba-char,0.0001,256,True,3,3,0,0.5020920634269714,0.0,0.0,0.0,False
N/A,mouse_3,Mamba-char,0.0002,128,True,10,10,0,0.7414225935935974,0.013053682410732521,0.5012147009372712,0.02834377866676947,True
N/A,mouse_3,Mamba-char,0.0002,256,True,3,3,0,0.5801952679951986,0.021471147490915197,0.27884970605373377,0.03752901201487916,False
N/A,mouse_3,Mamba-char,5e-05,128,True,3,3,0,0.5020920634269714,0.0,0.0,0.0,False
N/A,mouse_3,Mamba-char,5e-05,256,True,3,3,0,0.5020920634269714,0.0,0.0,0.0,False
N/A,mouse_4,CNN,0.001,64,False,5,5,0,0.6536378145217896,0.003173096751694078,0.3078794538974762,0.006243230029307426,True
N/A,mouse_4,Caduceus,0.001,128,False,3,3,0,0.7454416751861572,0.008436010352138834,0.49363653858502704,0.015390823274211516,False
N/A,mouse_4,Caduceus,0.001,256,False,3,3,0,0.7420782645543417,0.007052068785664649,0.49006927013397217,0.008770152154783826,False
N/A,mouse_4,Caduceus,0.0001,128,False,3,3,0,0.7289785742759705,0.004453775885416487,0.4581749439239502,0.008870381715667865,False
N/A,mouse_4,Caduceus,0.0001,256,False,3,3,0,0.7128695249557495,0.003414294258648108,0.4259219169616699,0.006753119613554328,False
N/A,mouse_4,Caduceus,1e-05,128,False,3,3,0,0.6464861234029134,0.0016224356939773606,0.2937159339586894,0.003308465468346854,False
N/A,mouse_4,Caduceus,1e-05,256,False,3,3,0,0.578863521416982,0.010460829734186413,0.2104574888944625,0.0048141458033066015,False
N/A,mouse_4,Caduceus,0.002,128,False,3,3,0,0.7442025343577067,0.010316033164608442,0.49072977900505066,0.02220401765589569,False
N/A,mouse_4,Caduceus,0.002,256,False,10,10,0,0.7464684069156646,0.004451689222063815,0.4956145465373993,0.00751008865187212,True
N/A,mouse_4,Caduceus,0.002,256,True,7,7,0,0.7453911049025399,0.005610717563035112,0.49325820803642273,0.011802934761111727,False
N/A,mouse_4,Caduceus,0.0005,128,False,3,3,0,0.7442024946212769,0.011194479834285818,0.4898167848587036,0.021938738336449472,False
N/A,mouse_4,Caduceus,0.0005,256,False,3,3,0,0.7397769490877787,0.010779485092835217,0.4828155239423116,0.02197205512805627,False
N/A,mouse_4,HyenaDNA,0.006,128,True,3,3,0,0.5000885128974915,0.0003066176711607081,-0.0076795946806669,0.013301448168450759,False
N/A,mouse_4,HyenaDNA,0.006,256,True,3,3,0,0.4949548641840617,0.008295547039195817,-0.016371196756760232,0.015295997226906563,False
N/A,mouse_4,HyenaDNA,0.0006,128,True,10,10,0,0.7331386089324952,0.007988594179158625,0.4680519878864288,0.015895854859366145,True
N/A,mouse_4,HyenaDNA,0.0006,256,True,3,3,0,0.7268543044726054,0.01093966905787812,0.4564119180043538,0.017961559993840515,False
N/A,mouse_4,HyenaDNA,6e-05,128,True,3,3,0,0.7121614416440328,0.002655357122477012,0.4263898531595866,0.007330954441311745,False
N/A,mouse_4,HyenaDNA,6e-05,256,True,3,3,0,0.7192423542340597,0.0048187884694468434,0.43967102964719135,0.009151322808120643,False
N/A,mouse_4,Mamba-bpe,0.0001,128,True,3,3,0,0.7052575548489889,0.001405064894862676,0.4135611653327942,0.004453020467263415,False
N/A,mouse_4,Mamba-bpe,0.0001,256,True,3,3,0,0.7056116263071696,0.0011054923300280342,0.41214672724405926,0.002338190494725272,False
N/A,mouse_4,Mamba-bpe,0.0002,128,True,3,3,0,0.702425221602122,0.009445424443088081,0.40618260701497394,0.017809627933921983,False
N/A,mouse_4,Mamba-bpe,0.0002,256,True,3,3,0,0.7059656778971354,0.004639876359224495,0.4133470952510834,0.008885100689155163,False
N/A,mouse_4,Mamba-bpe,5e-05,128,True,13,13,0,0.7086482277283301,0.006747330447241363,0.418441864160391,0.01284242823148933,True
N/A,mouse_4,Mamba-bpe,5e-05,256,True,3,3,0,0.7061426838239034,0.0027252445633084393,0.4138463040192922,0.006189235151188639,False
N/A,mouse_4,Mamba-char,0.0001,128,True,3,3,0,0.7087980111440023,0.010545851770929237,0.4188953737417857,0.021413875946389632,False
N/A,mouse_4,Mamba-char,0.0001,256,True,3,3,0,0.7020711700121561,0.004215205948782051,0.40446383754412335,0.008415191189896651,False
N/A,mouse_4,Mamba-char,0.0002,128,True,10,10,0,0.7106744527816773,0.0078921043219084,0.42293569445610046,0.016539009006114186,True
N/A,mouse_4,Mamba-char,0.0002,256,True,3,3,0,0.7100371718406677,0.008175675613820769,0.4205794930458069,0.015897790866003885,False
N/A,mouse_4,Mamba-char,5e-05,128,True,3,3,0,0.6930430134137472,0.007144791426409763,0.3864538967609405,0.013902831175141699,False
N/A,mouse_4,Mamba-char,5e-05,256,True,3,3,0,0.6815365751584371,0.010438327752576967,0.3639566699663798,0.02043472893428382,False
N/A,phage_fragments,HyenaDNA,0.003,128,True,3,3,0,0.7094312508900961,0.06620719125977235,0.45209993918736774,0.10392928087950301,True
N/A,phage_fragments,HyenaDNA,0.008,128,True,3,3,0,0.6160547335942587,0.1061416969887255,0.2464775045712789,0.22938146050666783,False
N/A,prom_300_all,CNN,0.001,64,False,5,5,0,0.9032094478607178,0.003950696004275577,0.8067893981933594,0.007746500750014972,True
N/A,prom_300_all,Caduceus,0.001,128,False,3,3,0,0.9096283713976542,0.00580991523597202,0.8206141789754232,0.01045395546854489,False
N/A,prom_300_all,Caduceus,0.001,256,False,3,3,0,0.9103603760401408,0.0022934109844929885,0.8215620716412863,0.004476871473503949,False
N/A,prom_300_all,Caduceus,0.001,256,True,8,8,0,0.9103462994098663,0.002264044333883781,0.8224929943680763,0.004650253014240856,False
N/A,prom_300_all,Caduceus,0.0001,128,False,3,3,0,0.9045608043670654,0.0006090481468835248,0.8096583882967631,0.0013558951221895315,False
N/A,prom_300_all,Caduceus,0.0001,256,False,3,3,0,0.9050675630569458,0.002195954322815015,0.8120754957199097,0.004386634758600466,False
N/A,prom_300_all,Caduceus,1e-05,128,False,3,3,0,0.8947635293006897,0.001027497590235779,0.7909660339355469,0.0023536008419834512,False
N/A,prom_300_all,Caduceus,1e-05,256,False,3,3,0,0.8894707163174947,0.0004251049119146277,0.7798559665679932,0.0009304736998985849,False
N/A,prom_300_all,Caduceus,0.002,128,False,3,3,0,0.8082770307858785,0.1645058921290708,0.644505133231481,0.28121784336544187,False
N/A,prom_300_all,Caduceus,0.002,256,False,3,3,0,0.8777027130126953,0.017015600087298126,0.7570591966311137,0.034670103913329205,False
N/A,prom_300_all,Caduceus,0.0005,128,False,10,10,0,0.909983116388321,0.0025561417368264922,0.8208646357059479,0.005445533314993918,True
N/A,prom_300_all,Caduceus,0.0005,128,True,7,7,0,0.9099662218775068,0.0032667350121870324,0.8207894393375942,0.006758467653953728,False
N/A,prom_300_all,Caduceus,0.0005,256,False,3,3,0,0.9103603760401408,0.0010990594457130345,0.8214193185170492,0.0027578657024690833,False
N/A,prom_300_all,HyenaDNA,0.006,128,True,3,3,0,0.6869369347890218,0.15106918805053587,0.40144796917835873,0.25743406221683723,False
N/A,prom_300_all,HyenaDNA,0.006,256,True,3,3,0,0.8082207043965658,0.03218530098018448,0.6221761107444763,0.0624458909036083,False
N/A,prom_300_all,HyenaDNA,0.0006,128,True,10,10,0,0.9124831140041352,0.0026307011999277736,0.8259958505630494,0.005160566394352372,True
N/A,prom_300_all,HyenaDNA,0.0006,256,True,3,3,0,0.9107545018196106,0.003125357984781718,0.8229100704193115,0.0058247338954680716,False
N/A,prom_300_all,HyenaDNA,6e-05,128,True,3,3,0,0.9014076391855875,0.002873288172883785,0.8045405546824137,0.0045073792289927386,False
N/A,prom_300_all,HyenaDNA,6e-05,256,True,3,3,0,0.9028716087341309,0.0016290012751016237,0.8091131250063578,0.0037392529759386808,False
N/A,prom_300_all,Mamba-bpe,0.0001,128,True,3,3,0,0.9011824131011963,0.001779678030942884,0.8035745223363241,0.004248800896763948,False
N/A,prom_300_all,Mamba-bpe,0.0001,256,True,3,3,0,0.9032657543818156,0.0013757700817828892,0.8082571228345236,0.0034118146931807064,False
N/A,prom_300_all,Mamba-bpe,0.0002,128,True,3,3,0,0.9003941416740417,0.0022430579600364493,0.8022040526072184,0.005368729019570425,False
N/A,prom_300_all,Mamba-bpe,0.0002,256,True,3,3,0,0.901576558748881,0.0015695284945466874,0.8055943846702576,0.0042442942220812015,False
N/A,prom_300_all,Mamba-bpe,5e-05,128,True,3,3,0,0.9040540456771851,0.0016891956329346536,0.8093115091323853,0.0033400770067376195,False
N/A,prom_300_all,Mamba-bpe,5e-05,256,True,13,13,0,0.9040800333023071,0.0015873738364165038,0.8097047393138592,0.0032180817867264668,True
N/A,prom_300_all,Mamba-char,0.0001,128,True,10,10,0,0.9085473001003266,0.003085254980325572,0.8180978178977967,0.00653785286642002,True
N/A,prom_300_all,Mamba-char,0.0001,256,True,3,3,0,0.90625,0.002346705571776638,0.813297688961029,0.00510630181417427,False
N/A,prom_300_all,Mamba-char,0.0002,128,True,3,3,0,0.9046171108881632,0.0031253923472400525,0.8108609716097513,0.006655794014013871,False
N/A,prom_300_all,Mamba-char,0.0002,256,True,3,3,0,0.9051801760991415,0.0021720017001354217,0.8113247354825338,0.004641768043894703,False
N/A,prom_300_all,Mamba-char,5e-05,128,True,3,3,0,0.9077702760696411,0.0013407574681443398,0.8171342213948568,0.0029286025765157273,False
N/A,prom_300_all,Mamba-char,5e-05,256,True,3,3,0,0.9010698000590006,0.0012219942118698445,0.8029346863428751,0.002992970856261373,False
N/A,prom_300_notata,CNN,0.001,64,False,5,5,0,0.9361597895622253,0.0023246486891660015,0.8725460648536683,0.004598435749731496,True
N/A,prom_300_notata,Caduceus,0.001,128,False,10,10,0,0.9639155924320221,0.0010594253384764683,0.927882719039917,0.002122178717925004,True
N/A,prom_300_notata,Caduceus,0.001,128,True,7,7,0,0.9632560695920672,0.0010205504670049576,0.9266162940434047,0.0019108721018826506,False
N/A,prom_300_notata,Caduceus,0.001,256,False,3,3,0,0.960869312286377,0.0008496793433173927,0.921869178613027,0.0015908324942533736,False
N/A,prom_300_notata,Caduceus,0.0001,128,False,3,3,0,0.9576031764348348,0.0003263705940840499,0.915246824423472,0.0006521113283837861,False
N/A,prom_300_notata,Caduceus,0.0001,256,False,3,3,0,0.9556560317675272,0.001151329404109017,0.9113770524660746,0.0023356133897352743,False
N/A,prom_300_notata,Caduceus,1e-05,128,False,3,3,0,0.9419006109237671,0.0005439624610591182,0.8841082453727722,0.001088079760345319,False
N/A,prom_300_notata,Caduceus,1e-05,256,False,3,3,0,0.9337981144587201,0.0002175918669752045,0.8681469162305196,0.00034300965743608807,False
N/A,prom_300_notata,Caduceus,0.002,128,False,3,3,0,0.9404560128847758,0.020298080796320145,0.8828356663386027,0.039112332838622074,False
N/A,prom_300_notata,Caduceus,0.002,256,False,3,3,0,0.963884174823761,0.002084109896436123,0.9277763764063517,0.004163598239236978,False
