task,model,best_lr,best_epoch,mcc_mean,mcc_std,accuracy_mean,accuracy_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,replicate_count,source_files,same_source_file,num_source_files
human_ocr_ensembl,NTv2,0.0001,4.0,0.3726927019683476,0.08039672845453306,0.6860265506981003,0.0400077652292393,0.6858326879141471,0.03995527697840468,0.6866066571731925,0.04031918352368743,0.6860865676272929,0.040078603402844706,7,"combined_results_repeated_07.21.2025.csv, combined_results_orig_07.21.2025.csv",False,2
mouse_0,DNABERT,3e-05,4.93,0.4523435575038464,0.020160504015887325,0.725679012345679,0.010060024092574513,0.7253806535146932,0.010085364228065831,0.7266676183015928,0.010149908816073416,0.725679012345679,0.010060024092574539,10,anisa_finetune_results_with_lr_06.11.2025.csv,True,1
mouse_0,DNABERT2,3e-05,1.23,0.5959785504248509,0.01874798999378313,0.7965706447187928,0.009736228941827981,0.7960759900279065,0.010009006190713805,0.7994308450875861,0.009564917583674665,0.7965706447187928,0.009736228941827962,9,anisa_finetune_results_with_lr_06.11.2025.csv,True,1
mouse_0,GPT,3e-05,4.0,0.33147858039109046,0.007176084361565659,0.6623456790123456,0.004673998638518761,0.6588659657958057,0.007115903938641642,0.6692453272090202,0.004644660152903847,0.6623456790123456,0.004673998638518761,4,combined_results_orig_07.21.2025.csv,True,1
mouse_0,NTv2,0.0001,4.0,0.33960379696375753,0.028884771957399046,0.6689300411522634,0.013911047709893452,0.6681304002621767,0.013557979941112911,0.6706856254318779,0.01507634044216833,0.6689300411522634,0.013911047709893492,6,combined_results_orig_07.21.2025.csv,True,1
mouse_1,DNABERT,3e-05,0.59,0.7965365275582909,0.009046249216784825,0.8980281690140846,0.0045908396526480105,0.8979975133255493,0.004602206641321215,0.8985061511614075,0.004459417072206446,0.8980305670351992,0.004590443717791277,10,anisa_finetune_results_with_lr_06.11.2025.csv,True,1
mouse_1,DNABERT2,3e-05,0.15,0.8121273842872072,0.009514810188454348,0.9059879746314142,0.004736398032367228,0.9059791471278422,0.0047344484445365955,0.9061403637193385,0.004780214966640684,0.9059870469448362,0.0047356581507007065,9,anisa_finetune_results_with_lr_06.11.2025.csv,True,1
mouse_1,GPT,3e-05,4.0,0.7647873596906856,0.017698527410630008,0.8823721275018533,0.008827638525127822,0.8823690637305109,0.008824730072337188,0.8824152690109042,0.008871595852817512,0.8823720941437463,0.008827006855696382,5,combined_results_orig_07.21.2025.csv,True,1
mouse_1,NTv2,0.0001,4.0,0.7283222025537205,0.012204419915202606,0.8635532493204843,0.006119062172636655,0.8634378873708823,0.006137025948687182,0.8647746749158882,0.006188788370923256,0.8635500078719232,0.00611911540803649,6,combined_results_orig_07.21.2025.csv,True,1
mouse_2,DNABERT,0.0001,3.05,0.725885934278091,0.01758095592892789,0.8621951219512194,0.009495372867315499,0.8620424618214482,0.00966300552120123,0.8636957779440566,0.008201146872805452,0.8621951219512194,0.009495372867315499,5,combined_results_orig_07.21.2025.csv,True,1
